"global_step","Hopper-v4__PPO1_Hopper__4__1745438365 - _step","Hopper-v4__PPO1_Hopper__4__1745438365 - _step__MIN","Hopper-v4__PPO1_Hopper__4__1745438365 - _step__MAX","Hopper-v4__PPO1_Hopper__4__1745438365 - charts/episodic_return","Hopper-v4__PPO1_Hopper__4__1745438365 - charts/episodic_return__MIN","Hopper-v4__PPO1_Hopper__4__1745438365 - charts/episodic_return__MAX","Hopper-v4__PPO1_Hopper__3__1745437682 - _step","Hopper-v4__PPO1_Hopper__3__1745437682 - _step__MIN","Hopper-v4__PPO1_Hopper__3__1745437682 - _step__MAX","Hopper-v4__PPO1_Hopper__3__1745437682 - charts/episodic_return","Hopper-v4__PPO1_Hopper__3__1745437682 - charts/episodic_return__MIN","Hopper-v4__PPO1_Hopper__3__1745437682 - charts/episodic_return__MAX","Hopper-v4__PPO1_Hopper__2__1745436989 - _step","Hopper-v4__PPO1_Hopper__2__1745436989 - _step__MIN","Hopper-v4__PPO1_Hopper__2__1745436989 - _step__MAX","Hopper-v4__PPO1_Hopper__2__1745436989 - charts/episodic_return","Hopper-v4__PPO1_Hopper__2__1745436989 - charts/episodic_return__MIN","Hopper-v4__PPO1_Hopper__2__1745436989 - charts/episodic_return__MAX","Hopper-v4__PPO1_Hopper__1__1745436308 - _step","Hopper-v4__PPO1_Hopper__1__1745436308 - _step__MIN","Hopper-v4__PPO1_Hopper__1__1745436308 - _step__MAX","Hopper-v4__PPO1_Hopper__1__1745436308 - charts/episodic_return","Hopper-v4__PPO1_Hopper__1__1745436308 - charts/episodic_return__MIN","Hopper-v4__PPO1_Hopper__1__1745436308 - charts/episodic_return__MAX","Hopper-v4__PPO1_Hopper__0__1745435609 - _step","Hopper-v4__PPO1_Hopper__0__1745435609 - _step__MIN","Hopper-v4__PPO1_Hopper__0__1745435609 - _step__MAX","Hopper-v4__PPO1_Hopper__0__1745435609 - charts/episodic_return","Hopper-v4__PPO1_Hopper__0__1745435609 - charts/episodic_return__MIN","Hopper-v4__PPO1_Hopper__0__1745435609 - charts/episodic_return__MAX"
"2480","","","","","","","","","","","","","","","","","","","124","124","124","6.285129070281982","6.285129070281982","6.285129070281982","","","","","",""
"2482","","","","","","","","","","","","","","","","","","","","","","","","","132","132","132","45.6343879699707","45.6343879699707","45.6343879699707"
"2485","130","130","130","9.300019264221191","9.300019264221191","9.300019264221191","","","","","","","","","","","","","","","","","","","","","","","",""
"2486","","","","","","","122","122","122","10.071422576904297","10.071422576904297","10.071422576904297","","","","","","","","","","","","","","","","","",""
"2491","","","","","","","","","","","","","130","130","130","12.416596412658691","12.416596412658691","12.416596412658691","","","","","","","","","","","",""
"2492","","","","","","","","","","","","","","","","","","","","","","","","","133","133","133","2.860856771469116","2.860856771469116","2.860856771469116"
"2502","","","","","","","","","","","","","","","","","","","125","125","125","15.681921005249023","15.681921005249023","15.681921005249023","","","","","",""
"2505","","","","","","","","","","","","","131","131","131","11.830785751342773","11.830785751342773","11.830785751342773","","","","","","","","","","","",""
"2511","","","","","","","123","123","123","21.35386848449707","21.35386848449707","21.35386848449707","","","","","","","","","","","","","","","","","",""
"2520","","","","","","","","","","","","","132","132","132","10.828051567077637","10.828051567077637","10.828051567077637","","","","","","","","","","","",""
"2522","131","131","131","26.809959411621094","26.809959411621094","26.809959411621094","","","","","","","","","","","","","","","","","","","","","","","",""
"2525","","","","","","","124","124","124","12.818730354309082","12.818730354309082","12.818730354309082","","","","","","","","","","","","","","","","","",""
"2534","132","132","132","7.38694429397583","7.38694429397583","7.38694429397583","","","","","","","","","","","","","","","","","","","","","","","",""
"2546","","","","","","","","","","","","","","","","","","","126","126","126","75.59881591796875","75.59881591796875","75.59881591796875","","","","","",""
"2553","133","133","133","13.605446815490723","13.605446815490723","13.605446815490723","","","","","","","","","","","","","","","","","","","","","","","",""
"2554","","","","","","","","","","","","","","","","","","","127","127","127","5.175414562225342","5.175414562225342","5.175414562225342","","","","","",""
"2557","","","","","","","","","","","","","133","133","133","61.52293395996094","61.52293395996094","61.52293395996094","","","","","","","","","","","",""
"2571","","","","","","","","","","","","","","","","","","","","","","","","","134","134","134","119.0679702758789","119.0679702758789","119.0679702758789"
"2573","","","","","","","125","125","125","73.14380645751953","73.14380645751953","73.14380645751953","","","","","","","128","128","128","13.1339111328125","13.1339111328125","13.1339111328125","","","","","",""
"2575","134","134","134","13.759676933288574","13.759676933288574","13.759676933288574","","","","","","","","","","","","","","","","","","","","","","","",""
"2579","","","","","","","","","","","","","","","","","","","","","","","","","135","135","135","5.238430023193359","5.238430023193359","5.238430023193359"
"2583","","","","","","","126","126","126","7.3498215675354","7.3498215675354","7.3498215675354","","","","","","","","","","","","","","","","","",""
"2586","","","","","","","","","","","","","","","","","","","129","129","129","10.654326438903809","10.654326438903809","10.654326438903809","","","","","",""
"2587","135","135","135","8.411591529846191","8.411591529846191","8.411591529846191","","","","","","","","","","","","","","","","","","","","","","","",""
"2602","","","","","","","","","","","","","","","","","","","130","130","130","7.712841987609863","7.712841987609863","7.712841987609863","","","","","",""
"2609","","","","","","","","","","","","","134","134","134","72.6315689086914","72.6315689086914","72.6315689086914","","","","","","","","","","","",""
"2618","","","","","","","","","","","","","","","","","","","","","","","","","136","136","136","25.884178161621094","25.884178161621094","25.884178161621094"
"2629","","","","","","","","","","","","","","","","","","","131","131","131","31.357816696166992","31.357816696166992","31.357816696166992","","","","","",""
"2634","","","","","","","","","","","","","135","135","135","27.779258728027344","27.779258728027344","27.779258728027344","","","","","","","","","","","",""
"2637","","","","","","","127","127","127","90.09530639648438","90.09530639648438","90.09530639648438","","","","","","","","","","","","","","","","","",""
"2644","","","","","","","","","","","","","","","","","","","","","","","","","137","137","137","17.34300422668457","17.34300422668457","17.34300422668457"
"2653","136","136","136","107.97245025634766","107.97245025634766","107.97245025634766","","","","","","","136","136","136","18.23126983642578","18.23126983642578","18.23126983642578","","","","","","","","","","","",""
"2656","","","","","","","128","128","128","9.797201156616211","9.797201156616211","9.797201156616211","","","","","","","","","","","","","","","","","",""
"2658","","","","","","","","","","","","","","","","","","","","","","","","","138","138","138","7.203807830810547","7.203807830810547","7.203807830810547"
"2672","","","","","","","","","","","","","","","","","","","","","","","","","139","139","139","14.298630714416504","14.298630714416504","14.298630714416504"
"2678","","","","","","","","","","","","","137","137","137","15.132250785827637","15.132250785827637","15.132250785827637","","","","","","","","","","","",""
"2681","137","137","137","47.606536865234375","47.606536865234375","47.606536865234375","","","","","","","","","","","","","","","","","","","","","","","",""
"2683","","","","","","","","","","","","","","","","","","","","","","","","","140","140","140","8.800785064697266","8.800785064697266","8.800785064697266"
"2686","","","","","","","129","129","129","45.29275131225586","45.29275131225586","45.29275131225586","","","","","","","","","","","","","","","","","",""
"2693","138","138","138","9.355756759643555","9.355756759643555","9.355756759643555","","","","","","","","","","","","","","","","","","","","","","","",""
"2695","","","","","","","","","","","","","138","138","138","9.91727352142334","9.91727352142334","9.91727352142334","","","","","","","","","","","",""
"2700","","","","","","","","","","","","","","","","","","","","","","","","","141","141","141","7.047845840454102","7.047845840454102","7.047845840454102"
"2701","","","","","","","130","130","130","10.717243194580078","10.717243194580078","10.717243194580078","","","","","","","","","","","","","","","","","",""
"2714","","","","","","","","","","","","","","","","","","","132","132","132","160.313720703125","160.313720703125","160.313720703125","","","","","",""
"2718","139","139","139","17.060598373413086","17.060598373413086","17.060598373413086","","","","","","","","","","","","","","","","","","","","","","","",""
"2720","","","","","","","","","","","","","","","","","","","","","","","","","142","142","142","12.488945960998535","12.488945960998535","12.488945960998535"
"2728","140","140","140","7.932992935180664","7.932992935180664","7.932992935180664","","","","","","","","","","","","","","","","","","","","","","","",""
"2733","","","","","","","131","131","131","24.175880432128906","24.175880432128906","24.175880432128906","","","","","","","","","","","","","","","","","",""
"2739","141","141","141","7.0053229331970215","7.0053229331970215","7.0053229331970215","","","","","","","","","","","","","","","","","","","","","","","",""
"2742","","","","","","","","","","","","","","","","","","","","","","","","","143","143","143","9.43007755279541","9.43007755279541","9.43007755279541"
"2745","","","","","","","","","","","","","","","","","","","133","133","133","33.63726806640625","33.63726806640625","33.63726806640625","","","","","",""
"2748","","","","","","","132","132","132","7.41798734664917","7.41798734664917","7.41798734664917","","","","","","","","","","","","","","","","","",""
"2757","","","","","","","","","","","","","","","","","","","","","","","","","144","144","144","13.701948165893555","13.701948165893555","13.701948165893555"
"2758","","","","","","","133","133","133","8.28700065612793","8.28700065612793","8.28700065612793","","","","","","","","","","","","","","","","","",""
"2770","","","","","","","134","134","134","5.930962085723877","5.930962085723877","5.930962085723877","","","","","","","","","","","","","","","","","",""
"2771","","","","","","","","","","","","","","","","","","","134","134","134","27.797325134277344","27.797325134277344","27.797325134277344","","","","","",""
"2772","142","142","142","23.91244888305664","23.91244888305664","23.91244888305664","","","","","","","","","","","","","","","","","","","","","","","",""
"2784","","","","","","","","","","","","","","","","","","","","","","","","","145","145","145","17.18990707397461","17.18990707397461","17.18990707397461"
"2786","143","143","143","11.60063362121582","11.60063362121582","11.60063362121582","","","","","","","","","","","","","","","","","","","","","","","",""
"2796","","","","","","","","","","","","","139","139","139","168.45504760742188","168.45504760742188","168.45504760742188","","","","","","","","","","","",""
"2800","","","","","","","","","","","","","","","","","","","","","","","","","146","146","146","15.430976867675781","15.430976867675781","15.430976867675781"
"2804","144","144","144","13.95587158203125","13.95587158203125","13.95587158203125","135","135","135","38.08344650268555","38.08344650268555","38.08344650268555","","","","","","","","","","","","","","","","","",""
"2806","","","","","","","","","","","","","","","","","","","135","135","135","16.01027488708496","16.01027488708496","16.01027488708496","","","","","",""
"2816","","","","","","","","","","","","","","","","","","","","","","","","","147","147","147","15.951147079467773","15.951147079467773","15.951147079467773"
"2818","","","","","","","","","","","","","","","","","","","136","136","136","9.694473266601562","9.694473266601562","9.694473266601562","","","","","",""
"2822","","","","","","","","","","","","","140","140","140","24.860782623291016","24.860782623291016","24.860782623291016","","","","","","","","","","","",""
"2824","","","","","","","136","136","136","14.820151329040527","14.820151329040527","14.820151329040527","","","","","","","","","","","","","","","","","",""
"2826","145","145","145","12.84894847869873","12.84894847869873","12.84894847869873","","","","","","","","","","","","","","","","","","","","","","","",""
"2828","","","","","","","","","","","","","","","","","","","137","137","137","7.276649475097656","7.276649475097656","7.276649475097656","","","","","",""
"2832","","","","","","","137","137","137","5.633869171142578","5.633869171142578","5.633869171142578","","","","","","","","","","","","","","","","","",""
"2839","","","","","","","","","","","","","","","","","","","138","138","138","6.145529270172119","6.145529270172119","6.145529270172119","","","","","",""
"2840","146","146","146","12.95890998840332","12.95890998840332","12.95890998840332","","","","","","","","","","","","","","","","","","","","","","","",""
"2846","","","","","","","","","","","","","141","141","141","25.121028900146484","25.121028900146484","25.121028900146484","","","","","","","","","","","",""
"2861","","","","","","","138","138","138","34.21062088012695","34.21062088012695","34.21062088012695","","","","","","","","","","","","","148","148","148","63.679847717285156","63.679847717285156","63.679847717285156"
"2862","147","147","147","20.38554573059082","20.38554573059082","20.38554573059082","","","","","","","142","142","142","11.322214126586914","11.322214126586914","11.322214126586914","","","","","","","","","","","",""
"2870","","","","","","","","","","","","","143","143","143","5.5076069831848145","5.5076069831848145","5.5076069831848145","","","","","","","","","","","",""
"2872","","","","","","","","","","","","","","","","","","","","","","","","","149","149","149","9.893179893493652","9.893179893493652","9.893179893493652"
"2883","","","","","","","","","","","","","144","144","144","8.504316329956055","8.504316329956055","8.504316329956055","","","","","","","","","","","",""
"2884","","","","","","","","","","","","","","","","","","","","","","","","","150","150","150","7.2781524658203125","7.2781524658203125","7.2781524658203125"
"2888","","","","","","","139","139","139","32.64577102661133","32.64577102661133","32.64577102661133","","","","","","","","","","","","","","","","","",""
"2889","","","","","","","","","","","","","","","","","","","139","139","139","77.81715393066406","77.81715393066406","77.81715393066406","","","","","",""
"2890","148","148","148","13.070717811584473","13.070717811584473","13.070717811584473","","","","","","","","","","","","","","","","","","","","","","","",""
"2902","","","","","","","140","140","140","11.672174453735352","11.672174453735352","11.672174453735352","","","","","","","","","","","","","","","","","",""
"2903","","","","","","","","","","","","","145","145","145","9.960015296936035","9.960015296936035","9.960015296936035","","","","","","","","","","","",""
"2904","","","","","","","","","","","","","","","","","","","","","","","","","151","151","151","18.353355407714844","18.353355407714844","18.353355407714844"
"2909","149","149","149","10.76486873626709","10.76486873626709","10.76486873626709","","","","","","","","","","","","","","","","","","","","","","","",""
"2911","","","","","","","","","","","","","","","","","","","140","140","140","16.90564727783203","16.90564727783203","16.90564727783203","","","","","",""
"2916","","","","","","","","","","","","","","","","","","","","","","","","","152","152","152","9.91514778137207","9.91514778137207","9.91514778137207"
"2918","","","","","","","","","","","","","146","146","146","15.816058158874512","15.816058158874512","15.816058158874512","","","","","","","","","","","",""
"2919","150","150","150","8.442118644714355","8.442118644714355","8.442118644714355","","","","","","","","","","","","","","","","","","","","","","","",""
"2926","","","","","","","141","141","141","21.713361740112305","21.713361740112305","21.713361740112305","","","","","","","","","","","","","","","","","",""
"2931","","","","","","","","","","","","","","","","","","","","","","","","","153","153","153","14.476842880249023","14.476842880249023","14.476842880249023"
"2935","","","","","","","","","","","","","","","","","","","141","141","141","10.239494323730469","10.239494323730469","10.239494323730469","","","","","",""
"2936","","","","","","","","","","","","","147","147","147","12.326759338378906","12.326759338378906","12.326759338378906","","","","","","","","","","","",""
"2937","151","151","151","11.151667594909668","11.151667594909668","11.151667594909668","","","","","","","","","","","","","","","","","","","","","","","",""
"2938","","","","","","","142","142","142","6.068839073181152","6.068839073181152","6.068839073181152","","","","","","","","","","","","","","","","","",""
"2948","","","","","","","","","","","","","148","148","148","9.234603881835938","9.234603881835938","9.234603881835938","","","","","","","","","","","",""
"2949","","","","","","","143","143","143","9.406501770019531","9.406501770019531","9.406501770019531","","","","","","","142","142","142","13.009659767150879","13.009659767150879","13.009659767150879","","","","","",""
"2954","","","","","","","","","","","","","","","","","","","","","","","","","154","154","154","8.391193389892578","8.391193389892578","8.391193389892578"
"2961","152","152","152","14.683497428894043","14.683497428894043","14.683497428894043","","","","","","","","","","","","","","","","","","","","","","","",""
"2964","","","","","","","","","","","","","","","","","","","","","","","","","155","155","155","8.302827835083008","8.302827835083008","8.302827835083008"
"2973","","","","","","","144","144","144","40.54676818847656","40.54676818847656","40.54676818847656","","","","","","","","","","","","","","","","","",""
"2974","153","153","153","11.22716999053955","11.22716999053955","11.22716999053955","","","","","","","","","","","","","","","","","","","","","","","",""
"2979","","","","","","","","","","","","","","","","","","","","","","","","","156","156","156","10.044885635375977","10.044885635375977","10.044885635375977"
"2996","","","","","","","145","145","145","12.536882400512695","12.536882400512695","12.536882400512695","","","","","","","","","","","","","","","","","",""
"2999","154","154","154","25.834211349487305","25.834211349487305","25.834211349487305","","","","","","","","","","","","","","","","","","","","","","","",""
"3005","","","","","","","","","","","","","","","","","","","","","","","","","157","157","157","19.96738052368164","19.96738052368164","19.96738052368164"
"3013","155","155","155","11.023153305053711","11.023153305053711","11.023153305053711","","","","","","","","","","","","","","","","","","","","","","","",""
"3016","","","","","","","","","","","","","","","","","","","143","143","143","121.346923828125","121.346923828125","121.346923828125","","","","","",""
"3018","","","","","","","146","146","146","10.739471435546875","10.739471435546875","10.739471435546875","","","","","","","","","","","","","158","158","158","6.935649871826172","6.935649871826172","6.935649871826172"
"3020","","","","","","","","","","","","","149","149","149","57.1650505065918","57.1650505065918","57.1650505065918","","","","","","","","","","","",""
"3029","","","","","","","","","","","","","150","150","150","6.230955123901367","6.230955123901367","6.230955123901367","","","","","","","","","","","",""
"3034","","","","","","","147","147","147","14.855534553527832","14.855534553527832","14.855534553527832","","","","","","","","","","","","","","","","","",""
"3041","","","","","","","","","","","","","","","","","","","","","","","","","159","159","159","24.54583740234375","24.54583740234375","24.54583740234375"
"3045","","","","","","","","","","","","","","","","","","","144","144","144","28.149906158447266","28.149906158447266","28.149906158447266","","","","","",""
"3057","","","","","","","","","","","","","151","151","151","17.339611053466797","17.339611053466797","17.339611053466797","","","","","","","","","","","",""
"3058","","","","","","","","","","","","","","","","","","","","","","","","","160","160","160","10.001483917236328","10.001483917236328","10.001483917236328"
"3067","156","156","156","94.0949478149414","94.0949478149414","94.0949478149414","","","","","","","","","","","","","","","","","","","","","","","",""
"3068","","","","","","","","","","","","","","","","","","","145","145","145","28.573884963989258","28.573884963989258","28.573884963989258","","","","","",""
"3070","","","","","","","","","","","","","","","","","","","","","","","","","161","161","161","10.702314376831055","10.702314376831055","10.702314376831055"
"3071","","","","","","","148","148","148","40.368499755859375","40.368499755859375","40.368499755859375","","","","","","","","","","","","","","","","","",""
"3078","","","","","","","","","","","","","152","152","152","12.04188060760498","12.04188060760498","12.04188060760498","","","","","","","","","","","",""
"3079","","","","","","","","","","","","","","","","","","","146","146","146","6.518751621246338","6.518751621246338","6.518751621246338","","","","","",""
"3082","157","157","157","12.702004432678223","12.702004432678223","12.702004432678223","","","","","","","","","","","","","","","","","","","","","","","",""
"3085","","","","","","","149","149","149","7.357936382293701","7.357936382293701","7.357936382293701","","","","","","","","","","","","","","","","","",""
"3096","","","","","","","","","","","","","","","","","","","","","","","","","162","162","162","26.118608474731445","26.118608474731445","26.118608474731445"
"3099","158","158","158","18.877017974853516","18.877017974853516","18.877017974853516","","","","","","","","","","","","","","","","","","","","","","","",""
"3101","","","","","","","","","","","","","153","153","153","12.536438941955566","12.536438941955566","12.536438941955566","","","","","","","","","","","",""
"3106","","","","","","","","","","","","","","","","","","","147","147","147","31.79588508605957","31.79588508605957","31.79588508605957","163","163","163","7.779339790344238","7.779339790344238","7.779339790344238"
"3110","159","159","159","9.09398365020752","9.09398365020752","9.09398365020752","150","150","150","12.099924087524414","12.099924087524414","12.099924087524414","","","","","","","","","","","","","","","","","",""
"3119","","","","","","","","","","","","","","","","","","","148","148","148","9.535321235656738","9.535321235656738","9.535321235656738","","","","","",""
"3122","","","","","","","","","","","","","","","","","","","","","","","","","164","164","164","7.227641582489014","7.227641582489014","7.227641582489014"
"3128","","","","","","","151","151","151","13.416120529174805","13.416120529174805","13.416120529174805","","","","","","","","","","","","","","","","","",""
"3131","","","","","","","","","","","","","154","154","154","29.31895637512207","29.31895637512207","29.31895637512207","","","","","","","165","165","165","6.911214828491211","6.911214828491211","6.911214828491211"
"3133","160","160","160","22.57120132446289","22.57120132446289","22.57120132446289","","","","","","","","","","","","","","","","","","","","","","","",""
"3136","","","","","","","","","","","","","","","","","","","149","149","149","18.244365692138672","18.244365692138672","18.244365692138672","","","","","",""
"3145","","","","","","","","","","","","","","","","","","","","","","","","","166","166","166","10.722043991088867","10.722043991088867","10.722043991088867"
"3146","161","161","161","12.32963752746582","12.32963752746582","12.32963752746582","","","","","","","","","","","","","","","","","","","","","","","",""
"3151","","","","","","","","","","","","","155","155","155","16.828411102294922","16.828411102294922","16.828411102294922","","","","","","","","","","","",""
"3171","","","","","","","","","","","","","","","","","","","150","150","150","11.200274467468262","11.200274467468262","11.200274467468262","","","","","",""
"3174","","","","","","","","","","","","","156","156","156","22.2384033203125","22.2384033203125","22.2384033203125","","","","","","","","","","","",""
"3175","","","","","","","","","","","","","","","","","","","","","","","","","167","167","167","44.028167724609375","44.028167724609375","44.028167724609375"
"3177","162","162","162","29.75264549255371","29.75264549255371","29.75264549255371","","","","","","","","","","","","","","","","","","","","","","","",""
"3184","","","","","","","","","","","","","157","157","157","7.252799987792969","7.252799987792969","7.252799987792969","","","","","","","","","","","",""
"3189","163","163","163","11.254703521728516","11.254703521728516","11.254703521728516","","","","","","","","","","","","","","","","","","","","","","","",""
"3195","","","","","","","","","","","","","","","","","","","151","151","151","21.835514068603516","21.835514068603516","21.835514068603516","","","","","",""
"3196","","","","","","","","","","","","","","","","","","","","","","","","","168","168","168","20.26205825805664","20.26205825805664","20.26205825805664"
"3202","","","","","","","152","152","152","140.6483612060547","140.6483612060547","140.6483612060547","","","","","","","","","","","","","","","","","",""
"3203","164","164","164","12.89511489868164","12.89511489868164","12.89511489868164","","","","","","","","","","","","","","","","","","","","","","","",""
"3209","","","","","","","","","","","","","","","","","","","152","152","152","13.944124221801758","13.944124221801758","13.944124221801758","","","","","",""
"3213","165","165","165","7.733215808868408","7.733215808868408","7.733215808868408","","","","","","","","","","","","","","","","","","","","","","","",""
"3216","","","","","","","153","153","153","9.75442886352539","9.75442886352539","9.75442886352539","","","","","","","","","","","","","","","","","",""
"3220","","","","","","","","","","","","","158","158","158","51.205108642578125","51.205108642578125","51.205108642578125","","","","","","","","","","","",""
"3228","","","","","","","","","","","","","","","","","","","","","","","","","169","169","169","41.48533248901367","41.48533248901367","41.48533248901367"
"3237","","","","","","","","","","","","","","","","","","","","","","","","","170","170","170","7.489988803863525","7.489988803863525","7.489988803863525"
"3238","","","","","","","","","","","","","159","159","159","14.830225944519043","14.830225944519043","14.830225944519043","","","","","","","","","","","",""
"3241","166","166","166","5.429753303527832","5.429753303527832","5.429753303527832","","","","","","","","","","","","","","","","","","","","","","","",""
"3246","","","","","","","154","154","154","36.91130828857422","36.91130828857422","36.91130828857422","","","","","","","","","","","","","","","","","",""
"3257","167","167","167","15.916993141174316","15.916993141174316","15.916993141174316","","","","","","","","","","","","","","","","","","","","","","","",""
"3261","","","","","","","","","","","","","160","160","160","11.590903282165527","11.590903282165527","11.590903282165527","","","","","","","","","","","",""
"3265","","","","","","","155","155","155","18.60674285888672","18.60674285888672","18.60674285888672","","","","","","","","","","","","","","","","","",""
"3266","","","","","","","","","","","","","","","","","","","","","","","","","171","171","171","23.363513946533203","23.363513946533203","23.363513946533203"
"3281","","","","","","","","","","","","","","","","","","","","","","","","","172","172","172","6.041059494018555","6.041059494018555","6.041059494018555"
"3282","","","","","","","","","","","","","","","","","","","153","153","153","132.6511993408203","132.6511993408203","132.6511993408203","","","","","",""
"3300","","","","","","","","","","","","","","","","","","","","","","","","","173","173","173","21.238059997558594","21.238059997558594","21.238059997558594"
"3301","","","","","","","","","","","","","","","","","","","154","154","154","13.135904312133789","13.135904312133789","13.135904312133789","","","","","",""
"3310","","","","","","","","","","","","","","","","","","","155","155","155","5.909965515136719","5.909965515136719","5.909965515136719","","","","","",""
"3312","168","168","168","73.68600463867188","73.68600463867188","73.68600463867188","","","","","","","","","","","","","","","","","","","","","","","",""
"3316","","","","","","","","","","","","","161","161","161","64.15508270263672","64.15508270263672","64.15508270263672","","","","","","","","","","","",""
"3328","169","169","169","12.265791893005371","12.265791893005371","12.265791893005371","","","","","","","","","","","","","","","","","","","","","","","",""
"3332","","","","","","","156","156","156","105.3033218383789","105.3033218383789","105.3033218383789","","","","","","","","","","","","","","","","","",""
"3335","","","","","","","","","","","","","162","162","162","20.677845001220703","20.677845001220703","20.677845001220703","","","","","","","","","","","",""
"3337","","","","","","","","","","","","","","","","","","","","","","","","","174","174","174","25.00857925415039","25.00857925415039","25.00857925415039"
"3345","170","170","170","10.349908828735352","10.349908828735352","10.349908828735352","157","157","157","9.262983322143555","9.262983322143555","9.262983322143555","","","","","","","","","","","","","","","","","",""
"3346","","","","","","","","","","","","","","","","","","","","","","","","","175","175","175","6.105354309082031","6.105354309082031","6.105354309082031"
"3348","","","","","","","","","","","","","163","163","163","7.78690767288208","7.78690767288208","7.78690767288208","","","","","","","","","","","",""
"3356","","","","","","","158","158","158","6.241635322570801","6.241635322570801","6.241635322570801","","","","","","","","","","","","","","","","","",""
"3357","","","","","","","","","","","","","164","164","164","6.8685221672058105","6.8685221672058105","6.8685221672058105","","","","","","","","","","","",""
"3366","","","","","","","159","159","159","5.792820453643799","5.792820453643799","5.792820453643799","","","","","","","","","","","","","176","176","176","13.90250015258789","13.90250015258789","13.90250015258789"
"3369","171","171","171","24.66872787475586","24.66872787475586","24.66872787475586","","","","","","","","","","","","","","","","","","","","","","","",""
"3370","","","","","","","","","","","","","165","165","165","8.139215469360352","8.139215469360352","8.139215469360352","","","","","","","","","","","",""
"3373","","","","","","","","","","","","","","","","","","","156","156","156","55.38719940185547","55.38719940185547","55.38719940185547","","","","","",""
"3377","","","","","","","","","","","","","","","","","","","","","","","","","177","177","177","8.916728019714355","8.916728019714355","8.916728019714355"
"3384","","","","","","","160","160","160","13.9551420211792","13.9551420211792","13.9551420211792","","","","","","","157","157","157","7.671135425567627","7.671135425567627","7.671135425567627","","","","","",""
"3395","","","","","","","161","161","161","6.710164546966553","6.710164546966553","6.710164546966553","","","","","","","","","","","","","","","","","",""
"3396","","","","","","","","","","","","","166","166","166","26.208681106567383","26.208681106567383","26.208681106567383","","","","","","","","","","","",""
"3398","","","","","","","","","","","","","","","","","","","158","158","158","7.616191864013672","7.616191864013672","7.616191864013672","","","","","",""
"3404","172","172","172","45.83289337158203","45.83289337158203","45.83289337158203","","","","","","","","","","","","","","","","","","","","","","","",""
"3407","","","","","","","","","","","","","","","","","","","","","","","","","178","178","178","14.463203430175781","14.463203430175781","14.463203430175781"
"3408","","","","","","","","","","","","","167","167","167","8.599556922912598","8.599556922912598","8.599556922912598","","","","","","","","","","","",""
"3417","","","","","","","","","","","","","","","","","","","","","","","","","179","179","179","8.101667404174805","8.101667404174805","8.101667404174805"
"3427","","","","","","","","","","","","","","","","","","","","","","","","","180","180","180","8.171158790588379","8.171158790588379","8.171158790588379"
"3436","173","173","173","41.257022857666016","41.257022857666016","41.257022857666016","","","","","","","","","","","","","","","","","","","","","","","",""
"3448","","","","","","","162","162","162","65.96431732177734","65.96431732177734","65.96431732177734","","","","","","","","","","","","","","","","","",""
"3455","","","","","","","","","","","","","","","","","","","","","","","","","181","181","181","32.03663635253906","32.03663635253906","32.03663635253906"
"3459","","","","","","","163","163","163","6.073228359222412","6.073228359222412","6.073228359222412","","","","","","","","","","","","","","","","","",""
"3472","","","","","","","","","","","","","","","","","","","159","159","159","77.78440856933594","77.78440856933594","77.78440856933594","","","","","",""
"3476","","","","","","","164","164","164","12.690337181091309","12.690337181091309","12.690337181091309","","","","","","","","","","","","","","","","","",""
"3489","174","174","174","87.05488586425781","87.05488586425781","87.05488586425781","","","","","","","168","168","168","119.63165283203125","119.63165283203125","119.63165283203125","","","","","","","","","","","",""
"3494","","","","","","","165","165","165","12.534832954406738","12.534832954406738","12.534832954406738","","","","","","","","","","","","","","","","","",""
"3495","","","","","","","","","","","","","","","","","","","160","160","160","24.34807777404785","24.34807777404785","24.34807777404785","","","","","",""
"3499","","","","","","","","","","","","","","","","","","","","","","","","","182","182","182","43.4761848449707","43.4761848449707","43.4761848449707"
"3502","","","","","","","","","","","","","169","169","169","6.900793075561523","6.900793075561523","6.900793075561523","","","","","","","","","","","",""
"3503","175","175","175","14.477678298950195","14.477678298950195","14.477678298950195","","","","","","","","","","","","","","","","","","","","","","","",""
"3506","","","","","","","166","166","166","10.86476993560791","10.86476993560791","10.86476993560791","","","","","","","","","","","","","","","","","",""
"3511","","","","","","","","","","","","","","","","","","","","","","","","","183","183","183","8.090304374694824","8.090304374694824","8.090304374694824"
"3513","","","","","","","","","","","","","170","170","170","9.86563491821289","9.86563491821289","9.86563491821289","161","161","161","12.349886894226074","12.349886894226074","12.349886894226074","","","","","",""
"3517","176","176","176","10.410948753356934","10.410948753356934","10.410948753356934","","","","","","","","","","","","","","","","","","","","","","","",""
"3527","","","","","","","","","","","","","","","","","","","","","","","","","184","184","184","16.661022186279297","16.661022186279297","16.661022186279297"
"3530","","","","","","","","","","","","","171","171","171","17.366451263427734","17.366451263427734","17.366451263427734","","","","","","","","","","","",""
"3538","","","","","","","","","","","","","","","","","","","162","162","162","14.990854263305664","14.990854263305664","14.990854263305664","","","","","",""
"3548","","","","","","","167","167","167","54.854026794433594","54.854026794433594","54.854026794433594","","","","","","","","","","","","","","","","","",""
"3549","177","177","177","36.494503021240234","36.494503021240234","36.494503021240234","","","","","","","","","","","","","","","","","","","","","","","",""
