"global_step","Hopper-v4__SAC_10Q1_Hopper__4__1745486740 - _step","Hopper-v4__SAC_10Q1_Hopper__4__1745486740 - _step__MIN","Hopper-v4__SAC_10Q1_Hopper__4__1745486740 - _step__MAX","Hopper-v4__SAC_10Q1_Hopper__4__1745486740 - charts/episodic_return","Hopper-v4__SAC_10Q1_Hopper__4__1745486740 - charts/episodic_return__MIN","Hopper-v4__SAC_10Q1_Hopper__4__1745486740 - charts/episodic_return__MAX","Hopper-v4__SAC_10Q1_Hopper__3__1745478999 - _step","Hopper-v4__SAC_10Q1_Hopper__3__1745478999 - _step__MIN","Hopper-v4__SAC_10Q1_Hopper__3__1745478999 - _step__MAX","Hopper-v4__SAC_10Q1_Hopper__3__1745478999 - charts/episodic_return","Hopper-v4__SAC_10Q1_Hopper__3__1745478999 - charts/episodic_return__MIN","Hopper-v4__SAC_10Q1_Hopper__3__1745478999 - charts/episodic_return__MAX","Hopper-v4__SAC_10Q1_Hopper__2__1745471150 - _step","Hopper-v4__SAC_10Q1_Hopper__2__1745471150 - _step__MIN","Hopper-v4__SAC_10Q1_Hopper__2__1745471150 - _step__MAX","Hopper-v4__SAC_10Q1_Hopper__2__1745471150 - charts/episodic_return","Hopper-v4__SAC_10Q1_Hopper__2__1745471150 - charts/episodic_return__MIN","Hopper-v4__SAC_10Q1_Hopper__2__1745471150 - charts/episodic_return__MAX","Hopper-v4__SAC_10Q1_Hopper__1__1745463202 - _step","Hopper-v4__SAC_10Q1_Hopper__1__1745463202 - _step__MIN","Hopper-v4__SAC_10Q1_Hopper__1__1745463202 - _step__MAX","Hopper-v4__SAC_10Q1_Hopper__1__1745463202 - charts/episodic_return","Hopper-v4__SAC_10Q1_Hopper__1__1745463202 - charts/episodic_return__MIN","Hopper-v4__SAC_10Q1_Hopper__1__1745463202 - charts/episodic_return__MAX","Hopper-v4__SAC_10Q1_Hopper__0__1745455572 - _step","Hopper-v4__SAC_10Q1_Hopper__0__1745455572 - _step__MIN","Hopper-v4__SAC_10Q1_Hopper__0__1745455572 - _step__MAX","Hopper-v4__SAC_10Q1_Hopper__0__1745455572 - charts/episodic_return","Hopper-v4__SAC_10Q1_Hopper__0__1745455572 - charts/episodic_return__MIN","Hopper-v4__SAC_10Q1_Hopper__0__1745455572 - charts/episodic_return__MAX"
"5085","","","","","","","","","","","","","","","","","","","","","","","","","827","827","827","16.394060134887695","16.394060134887695","16.394060134887695"
"5086","848","848","848","43.199344635009766","43.199344635009766","43.199344635009766","","","","","","","","","","","","","","","","","","","","","","","",""
"5088","","","","","","","","","","","","","843","843","843","9.882231712341309","9.882231712341309","9.882231712341309","832","832","832","41.9343376159668","41.9343376159668","41.9343376159668","","","","","",""
"5089","","","","","","","","","","","","","","","","","","","","","","","","","828","828","828","27.048635482788086","27.048635482788086","27.048635482788086"
"5092","849","849","849","20.97462272644043","20.97462272644043","20.97462272644043","865","865","865","21.73039436340332","21.73039436340332","21.73039436340332","","","","","","","833","833","833","22.755416870117188","22.755416870117188","22.755416870117188","","","","","",""
"5093","","","","","","","","","","","","","844","844","844","11.352112770080566","11.352112770080566","11.352112770080566","","","","","","","829","829","829","14.173749923706055","14.173749923706055","14.173749923706055"
"5094","","","","","","","","","","","","","","","","","","","","","","","","","830","830","830","6.372869491577148","6.372869491577148","6.372869491577148"
"5096","","","","","","","866","866","866","10.968791007995605","10.968791007995605","10.968791007995605","","","","","","","","","","","","","","","","","",""
"5097","","","","","","","867","867","867","39.817405700683594","39.817405700683594","39.817405700683594","","","","","","","","","","","","","","","","","",""
"5098","","","","","","","868","868","868","7.811084747314453","7.811084747314453","7.811084747314453","","","","","","","","","","","","","","","","","",""
"5100","","","","","","","","","","","","","","","","","","","834","834","834","12.23974895477295","12.23974895477295","12.23974895477295","831","831","831","7.88301420211792","7.88301420211792","7.88301420211792"
"5107","","","","","","","","","","","","","846","846","846","11.698410987854004","11.698410987854004","11.698410987854004","","","","","","","","","","","",""
"5109","","","","","","","","","","","","","","","","","","","","","","","","","832","832","832","13.066601753234863","13.066601753234863","13.066601753234863"
"5111","","","","","","","870","870","870","7.6224212646484375","7.6224212646484375","7.6224212646484375","847","847","847","104.07466125488281","104.07466125488281","104.07466125488281","","","","","","","","","","","",""
"5112","851","851","851","44.54967498779297","44.54967498779297","44.54967498779297","","","","","","","","","","","","","","","","","","","","","","","",""
"5113","852","852","852","23.424243927001953","23.424243927001953","23.424243927001953","","","","","","","","","","","","","","","","","","","","","","","",""
"5114","","","","","","","","","","","","","","","","","","","","","","","","","833","833","833","22.730560302734375","22.730560302734375","22.730560302734375"
"5116","","","","","","","","","","","","","","","","","","","","","","","","","834","834","834","17.45819854736328","17.45819854736328","17.45819854736328"
"5117","","","","","","","","","","","","","","","","","","","835","835","835","16.050186157226562","16.050186157226562","16.050186157226562","","","","","",""
"5118","","","","","","","","","","","","","848","848","848","19.27802085876465","19.27802085876465","19.27802085876465","","","","","","","","","","","",""
"5120","853","853","853","25.833982467651367","25.833982467651367","25.833982467651367","871","871","871","11.924667358398438","11.924667358398438","11.924667358398438","","","","","","","","","","","","","","","","","",""
"5121","","","","","","","","","","","","","","","","","","","836","836","836","20.69532585144043","20.69532585144043","20.69532585144043","","","","","",""
"5122","","","","","","","","","","","","","","","","","","","837","837","837","32.06904602050781","32.06904602050781","32.06904602050781","","","","","",""
"5125","","","","","","","","","","","","","849","849","849","24.080785751342773","24.080785751342773","24.080785751342773","","","","","","","","","","","",""
"5126","","","","","","","872","872","872","13.12548828125","13.12548828125","13.12548828125","","","","","","","","","","","","","","","","","",""
"5128","854","854","854","14.396389961242676","14.396389961242676","14.396389961242676","","","","","","","","","","","","","","","","","","","835","835","835","9.5936861038208","9.5936861038208","9.5936861038208"
"5129","","","","","","","873","873","873","6.815569877624512","6.815569877624512","6.815569877624512","","","","","","","","","","","","","","","","","",""
"5132","","","","","","","874","874","874","45.56397247314453","45.56397247314453","45.56397247314453","","","","","","","","","","","","","","","","","",""
"5134","","","","","","","","","","","","","850","850","850","9.092825889587402","9.092825889587402","9.092825889587402","838","838","838","11.763182640075684","11.763182640075684","11.763182640075684","","","","","",""
"5136","","","","","","","","","","","","","851","851","851","12.34928035736084","12.34928035736084","12.34928035736084","","","","","","","","","","","",""
"5138","","","","","","","","","","","","","852","852","852","26.855226516723633","26.855226516723633","26.855226516723633","","","","","","","836","836","836","10.359570503234863","10.359570503234863","10.359570503234863"
"5139","855","855","855","9.381653785705566","9.381653785705566","9.381653785705566","","","","","","","853","853","853","11.095784187316895","11.095784187316895","11.095784187316895","839","839","839","101.01004791259766","101.01004791259766","101.01004791259766","","","","","",""
"5143","","","","","","","","","","","","","","","","","","","840","840","840","10.963001251220703","10.963001251220703","10.963001251220703","","","","","",""
"5146","","","","","","","875","875","875","15.676767349243164","15.676767349243164","15.676767349243164","854","854","854","6.910090923309326","6.910090923309326","6.910090923309326","","","","","","","","","","","",""
"5148","","","","","","","","","","","","","","","","","","","","","","","","","837","837","837","19.018474578857422","19.018474578857422","19.018474578857422"
"5149","856","856","856","9.79272174835205","9.79272174835205","9.79272174835205","","","","","","","","","","","","","","","","","","","","","","","",""
"5152","857","857","857","17.517581939697266","17.517581939697266","17.517581939697266","","","","","","","","","","","","","","","","","","","","","","","",""
"5154","","","","","","","876","876","876","17.645078659057617","17.645078659057617","17.645078659057617","","","","","","","","","","","","","","","","","",""
"5155","","","","","","","","","","","","","","","","","","","","","","","","","838","838","838","18.702787399291992","18.702787399291992","18.702787399291992"
"5157","","","","","","","","","","","","","","","","","","","841","841","841","18.212814331054688","18.212814331054688","18.212814331054688","","","","","",""
"5158","","","","","","","877","877","877","76.0330581665039","76.0330581665039","76.0330581665039","","","","","","","","","","","","","839","839","839","98.7231216430664","98.7231216430664","98.7231216430664"
"5161","","","","","","","","","","","","","","","","","","","842","842","842","14.785857200622559","14.785857200622559","14.785857200622559","","","","","",""
"5162","","","","","","","","","","","","","855","855","855","18.820674896240234","18.820674896240234","18.820674896240234","","","","","","","","","","","",""
"5163","","","","","","","878","878","878","17.225711822509766","17.225711822509766","17.225711822509766","856","856","856","11.413012504577637","11.413012504577637","11.413012504577637","","","","","","","","","","","",""
"5164","858","858","858","9.614933967590332","9.614933967590332","9.614933967590332","879","879","879","36.752201080322266","36.752201080322266","36.752201080322266","","","","","","","","","","","","","","","","","",""
"5165","","","","","","","","","","","","","","","","","","","843","843","843","22.568519592285156","22.568519592285156","22.568519592285156","","","","","",""
"5171","859","859","859","69.67324829101562","69.67324829101562","69.67324829101562","","","","","","","","","","","","","","","","","","","","","","","",""
"5174","","","","","","","","","","","","","857","857","857","9.261423110961914","9.261423110961914","9.261423110961914","","","","","","","","","","","",""
"5178","","","","","","","","","","","","","858","858","858","44.26470184326172","44.26470184326172","44.26470184326172","844","844","844","87.10891723632812","87.10891723632812","87.10891723632812","","","","","",""
"5179","","","","","","","880","880","880","14.585326194763184","14.585326194763184","14.585326194763184","","","","","","","845","845","845","11.396173477172852","11.396173477172852","11.396173477172852","","","","","",""
"5181","","","","","","","","","","","","","859","859","859","11.007757186889648","11.007757186889648","11.007757186889648","","","","","","","","","","","",""
"5183","","","","","","","881","881","881","21.821575164794922","21.821575164794922","21.821575164794922","","","","","","","","","","","","","","","","","",""
"5184","","","","","","","882","882","882","9.278380393981934","9.278380393981934","9.278380393981934","","","","","","","","","","","","","","","","","",""
"5186","860","860","860","8.886241912841797","8.886241912841797","8.886241912841797","","","","","","","","","","","","","","","","","","","","","","","",""
"5188","","","","","","","","","","","","","860","860","860","8.395216941833496","8.395216941833496","8.395216941833496","846","846","846","25.12244415283203","25.12244415283203","25.12244415283203","","","","","",""
"5189","","","","","","","","","","","","","","","","","","","","","","","","","840","840","840","68.6439437866211","68.6439437866211","68.6439437866211"
"5190","","","","","","","","","","","","","861","861","861","15.019335746765137","15.019335746765137","15.019335746765137","847","847","847","28.37574577331543","28.37574577331543","28.37574577331543","","","","","",""
"5191","","","","","","","","","","","","","","","","","","","848","848","848","8.588322639465332","8.588322639465332","8.588322639465332","841","841","841","17.608543395996094","17.608543395996094","17.608543395996094"
"5193","","","","","","","","","","","","","","","","","","","","","","","","","842","842","842","34.98005676269531","34.98005676269531","34.98005676269531"
"5195","861","861","861","6.722735404968262","6.722735404968262","6.722735404968262","","","","","","","","","","","","","","","","","","","","","","","",""
"5196","862","862","862","17.49054527282715","17.49054527282715","17.49054527282715","","","","","","","862","862","862","107.76255798339844","107.76255798339844","107.76255798339844","","","","","","","","","","","",""
"5198","863","863","863","64.91483306884766","64.91483306884766","64.91483306884766","","","","","","","","","","","","","","","","","","","","","","","",""
"5201","","","","","","","","","","","","","","","","","","","","","","","","","844","844","844","42.81211853027344","42.81211853027344","42.81211853027344"
"5202","","","","","","","","","","","","","","","","","","","","","","","","","845","845","845","10.090949058532715","10.090949058532715","10.090949058532715"
"5203","","","","","","","884","884","884","34.07072830200195","34.07072830200195","34.07072830200195","","","","","","","","","","","","","","","","","",""
"5206","","","","","","","","","","","","","","","","","","","850","850","850","15.759443283081055","15.759443283081055","15.759443283081055","","","","","",""
"5207","","","","","","","","","","","","","","","","","","","851","851","851","17.722986221313477","17.722986221313477","17.722986221313477","","","","","",""
"5210","","","","","","","885","885","885","27.5219783782959","27.5219783782959","27.5219783782959","","","","","","","","","","","","","","","","","",""
"5213","","","","","","","","","","","","","","","","","","","852","852","852","19.353797912597656","19.353797912597656","19.353797912597656","","","","","",""
"5216","","","","","","","886","886","886","36.566864013671875","36.566864013671875","36.566864013671875","864","864","864","21.06211280822754","21.06211280822754","21.06211280822754","","","","","","","","","","","",""
"5218","","","","","","","","","","","","","865","865","865","27.460399627685547","27.460399627685547","27.460399627685547","853","853","853","46.1153678894043","46.1153678894043","46.1153678894043","846","846","846","14.814008712768555","14.814008712768555","14.814008712768555"
"5219","","","","","","","","","","","","","","","","","","","","","","","","","847","847","847","11.421332359313965","11.421332359313965","11.421332359313965"
"5221","","","","","","","","","","","","","","","","","","","854","854","854","7.803448677062988","7.803448677062988","7.803448677062988","","","","","",""
"5222","865","865","865","10.893397331237793","10.893397331237793","10.893397331237793","887","887","887","42.72760009765625","42.72760009765625","42.72760009765625","","","","","","","","","","","","","","","","","",""
"5227","866","866","866","16.043466567993164","16.043466567993164","16.043466567993164","","","","","","","","","","","","","","","","","","","","","","","",""
"5228","","","","","","","888","888","888","9.085522651672363","9.085522651672363","9.085522651672363","","","","","","","","","","","","","","","","","",""
"5229","","","","","","","","","","","","","","","","","","","855","855","855","5.226193904876709","5.226193904876709","5.226193904876709","","","","","",""
"5232","","","","","","","889","889","889","13.450430870056152","13.450430870056152","13.450430870056152","","","","","","","","","","","","","","","","","",""
"5233","","","","","","","","","","","","","","","","","","","","","","","","","848","848","848","14.332405090332031","14.332405090332031","14.332405090332031"
"5235","867","867","867","10.22776985168457","10.22776985168457","10.22776985168457","","","","","","","","","","","","","","","","","","","","","","","",""
"5236","","","","","","","","","","","","","","","","","","","856","856","856","8.11246395111084","8.11246395111084","8.11246395111084","","","","","",""
"5237","868","868","868","73.37677001953125","73.37677001953125","73.37677001953125","","","","","","","","","","","","","857","857","857","5.817516803741455","5.817516803741455","5.817516803741455","","","","","",""
"5238","869","869","869","27.133596420288086","27.133596420288086","27.133596420288086","","","","","","","","","","","","","","","","","","","","","","","",""
"5239","","","","","","","","","","","","","","","","","","","","","","","","","849","849","849","10.977603912353516","10.977603912353516","10.977603912353516"
"5240","","","","","","","890","890","890","9.428757667541504","9.428757667541504","9.428757667541504","866","866","866","28.568023681640625","28.568023681640625","28.568023681640625","","","","","","","","","","","",""
"5241","","","","","","","","","","","","","867","867","867","75.56019592285156","75.56019592285156","75.56019592285156","","","","","","","","","","","",""
"5242","","","","","","","891","891","891","6.7352471351623535","6.7352471351623535","6.7352471351623535","","","","","","","","","","","","","","","","","",""
"5244","870","870","870","13.587662696838379","13.587662696838379","13.587662696838379","","","","","","","","","","","","","","","","","","","850","850","850","44.340206146240234","44.340206146240234","44.340206146240234"
"5245","","","","","","","","","","","","","868","868","868","30.477691650390625","30.477691650390625","30.477691650390625","","","","","","","","","","","",""
"5246","","","","","","","","","","","","","","","","","","","858","858","858","7.7462239265441895","7.7462239265441895","7.7462239265441895","","","","","",""
"5247","","","","","","","","","","","","","","","","","","","859","859","859","20.091733932495117","20.091733932495117","20.091733932495117","","","","","",""
"5250","871","871","871","13.10269546508789","13.10269546508789","13.10269546508789","","","","","","","","","","","","","","","","","","","851","851","851","8.070860862731934","8.070860862731934","8.070860862731934"
"5251","","","","","","","","","","","","","","","","","","","","","","","","","852","852","852","14.923454284667969","14.923454284667969","14.923454284667969"
"5256","","","","","","","","","","","","","","","","","","","","","","","","","853","853","853","10.962533950805664","10.962533950805664","10.962533950805664"
"5260","","","","","","","892","892","892","16.92393684387207","16.92393684387207","16.92393684387207","","","","","","","","","","","","","","","","","",""
"5264","872","872","872","29.041671752929688","29.041671752929688","29.041671752929688","893","893","893","103.59357452392578","103.59357452392578","103.59357452392578","","","","","","","","","","","","","","","","","",""
"5265","873","873","873","12.519401550292969","12.519401550292969","12.519401550292969","","","","","","","","","","","","","","","","","","","854","854","854","12.77700424194336","12.77700424194336","12.77700424194336"
"5268","","","","","","","","","","","","","","","","","","","","","","","","","855","855","855","9.714077949523926","9.714077949523926","9.714077949523926"
"5272","","","","","","","","","","","","","","","","","","","860","860","860","9.64340877532959","9.64340877532959","9.64340877532959","","","","","",""
"5275","","","","","","","","","","","","","","","","","","","861","861","861","14.978967666625977","14.978967666625977","14.978967666625977","","","","","",""
"5276","","","","","","","894","894","894","12.380373001098633","12.380373001098633","12.380373001098633","","","","","","","","","","","","","","","","","",""
"5278","","","","","","","","","","","","","869","869","869","48.847869873046875","48.847869873046875","48.847869873046875","","","","","","","856","856","856","7.198338031768799","7.198338031768799","7.198338031768799"
"5279","874","874","874","10.904165267944336","10.904165267944336","10.904165267944336","","","","","","","","","","","","","","","","","","","","","","","",""
"5280","","","","","","","","","","","","","","","","","","","862","862","862","40.23542022705078","40.23542022705078","40.23542022705078","","","","","",""
"5288","","","","","","","895","895","895","27.42121124267578","27.42121124267578","27.42121124267578","","","","","","","","","","","","","","","","","",""
"5290","","","","","","","","","","","","","","","","","","","","","","","","","857","857","857","8.070555686950684","8.070555686950684","8.070555686950684"
"5291","875","875","875","10.224191665649414","10.224191665649414","10.224191665649414","","","","","","","870","870","870","26.836639404296875","26.836639404296875","26.836639404296875","","","","","","","","","","","",""
"5292","876","876","876","42.17043685913086","42.17043685913086","42.17043685913086","","","","","","","","","","","","","","","","","","","","","","","",""
"5293","","","","","","","896","896","896","96.81670379638672","96.81670379638672","96.81670379638672","871","871","871","37.148990631103516","37.148990631103516","37.148990631103516","","","","","","","","","","","",""
"5296","","","","","","","","","","","","","872","872","872","57.997135162353516","57.997135162353516","57.997135162353516","","","","","","","858","858","858","32.53577423095703","32.53577423095703","32.53577423095703"
"5300","","","","","","","897","897","897","7.369076251983643","7.369076251983643","7.369076251983643","","","","","","","","","","","","","","","","","",""
"5301","","","","","","","898","898","898","7.627560615539551","7.627560615539551","7.627560615539551","","","","","","","864","864","864","9.513680458068848","9.513680458068848","9.513680458068848","","","","","",""
"5303","878","878","878","57.523738861083984","57.523738861083984","57.523738861083984","","","","","","","","","","","","","","","","","","","","","","","",""
"5305","","","","","","","","","","","","","","","","","","","865","865","865","124.67151641845703","124.67151641845703","124.67151641845703","","","","","",""
"5307","879","879","879","105.9106216430664","105.9106216430664","105.9106216430664","","","","","","","","","","","","","","","","","","","860","860","860","61.73448181152344","61.73448181152344","61.73448181152344"
"5311","","","","","","","899","899","899","20.545269012451172","20.545269012451172","20.545269012451172","","","","","","","","","","","","","","","","","",""
"5314","880","880","880","10.87438678741455","10.87438678741455","10.87438678741455","","","","","","","","","","","","","","","","","","","","","","","",""
"5316","","","","","","","","","","","","","874","874","874","11.527066230773926","11.527066230773926","11.527066230773926","866","866","866","19.333208084106445","19.333208084106445","19.333208084106445","","","","","",""
"5318","","","","","","","","","","","","","875","875","875","70.02592468261719","70.02592468261719","70.02592468261719","","","","","","","","","","","",""
"5320","","","","","","","","","","","","","876","876","876","36.320335388183594","36.320335388183594","36.320335388183594","867","867","867","17.181161880493164","17.181161880493164","17.181161880493164","","","","","",""
"5321","","","","","","","","","","","","","877","877","877","14.717046737670898","14.717046737670898","14.717046737670898","","","","","","","","","","","",""
"5325","881","881","881","16.52629852294922","16.52629852294922","16.52629852294922","","","","","","","","","","","","","","","","","","","","","","","",""
"5327","882","882","882","10.876641273498535","10.876641273498535","10.876641273498535","","","","","","","","","","","","","","","","","","","","","","","",""
"5335","883","883","883","36.08599853515625","36.08599853515625","36.08599853515625","900","900","900","19.5132999420166","19.5132999420166","19.5132999420166","","","","","","","","","","","","","","","","","",""
"5340","","","","","","","","","","","","","","","","","","","","","","","","","861","861","861","40.78939437866211","40.78939437866211","40.78939437866211"
"5342","","","","","","","","","","","","","878","878","878","9.415423393249512","9.415423393249512","9.415423393249512","868","868","868","54.38380813598633","54.38380813598633","54.38380813598633","","","","","",""
"5348","","","","","","","901","901","901","93.62074279785156","93.62074279785156","93.62074279785156","","","","","","","","","","","","","","","","","",""
"5349","","","","","","","902","902","902","67.2533950805664","67.2533950805664","67.2533950805664","","","","","","","","","","","","","","","","","",""
"5350","884","884","884","22.053003311157227","22.053003311157227","22.053003311157227","","","","","","","","","","","","","","","","","","","","","","","",""
"5351","885","885","885","12.072399139404297","12.072399139404297","12.072399139404297","","","","","","","","","","","","","","","","","","","","","","","",""
"5356","","","","","","","","","","","","","879","879","879","44.98030471801758","44.98030471801758","44.98030471801758","","","","","","","","","","","",""
"5359","","","","","","","903","903","903","103.45654296875","103.45654296875","103.45654296875","","","","","","","","","","","","","","","","","",""
"5360","","","","","","","","","","","","","","","","","","","","","","","","","862","862","862","113.14485931396484","113.14485931396484","113.14485931396484"
"5363","","","","","","","","","","","","","880","880","880","69.26371002197266","69.26371002197266","69.26371002197266","","","","","","","","","","","",""
"5366","","","","","","","","","","","","","","","","","","","869","869","869","20.789487838745117","20.789487838745117","20.789487838745117","","","","","",""
"5367","","","","","","","904","904","904","13.617192268371582","13.617192268371582","13.617192268371582","","","","","","","","","","","","","","","","","",""
"5368","","","","","","","","","","","","","","","","","","","870","870","870","82.33942413330078","82.33942413330078","82.33942413330078","","","","","",""
"5370","","","","","","","","","","","","","","","","","","","","","","","","","863","863","863","39.87881088256836","39.87881088256836","39.87881088256836"
"5373","","","","","","","","","","","","","881","881","881","17.190641403198242","17.190641403198242","17.190641403198242","","","","","","","","","","","",""
"5374","886","886","886","29.043420791625977","29.043420791625977","29.043420791625977","","","","","","","","","","","","","871","871","871","14.250591278076172","14.250591278076172","14.250591278076172","","","","","",""
"5377","","","","","","","","","","","","","","","","","","","","","","","","","864","864","864","126.39540100097656","126.39540100097656","126.39540100097656"
"5383","","","","","","","","","","","","","","","","","","","872","872","872","10.659893035888672","10.659893035888672","10.659893035888672","","","","","",""
"5386","","","","","","","","","","","","","","","","","","","873","873","873","8.946639060974121","8.946639060974121","8.946639060974121","","","","","",""
"5388","887","887","887","7.202680587768555","7.202680587768555","7.202680587768555","","","","","","","","","","","","","","","","","","","","","","","",""
"5392","","","","","","","905","905","905","70.7946548461914","70.7946548461914","70.7946548461914","","","","","","","","","","","","","","","","","",""
"5393","","","","","","","","","","","","","","","","","","","874","874","874","68.99983215332031","68.99983215332031","68.99983215332031","","","","","",""
"5394","888","888","888","13.587821960449219","13.587821960449219","13.587821960449219","","","","","","","","","","","","","","","","","","","865","865","865","28.760112762451172","28.760112762451172","28.760112762451172"
"5395","","","","","","","","","","","","","","","","","","","875","875","875","24.60728645324707","24.60728645324707","24.60728645324707","","","","","",""
"5396","","","","","","","","","","","","","882","882","882","112.52141571044922","112.52141571044922","112.52141571044922","","","","","","","","","","","",""
"5401","","","","","","","","","","","","","","","","","","","","","","","","","867","867","867","13.14857006072998","13.14857006072998","13.14857006072998"
"5403","","","","","","","","","","","","","","","","","","","","","","","","","868","868","868","231.12705993652344","231.12705993652344","231.12705993652344"
"5405","","","","","","","","","","","","","","","","","","","877","877","877","26.211692810058594","26.211692810058594","26.211692810058594","","","","","",""
"5407","","","","","","","907","907","907","11.856088638305664","11.856088638305664","11.856088638305664","","","","","","","","","","","","","","","","","",""
"5408","890","890","890","31.758216857910156","31.758216857910156","31.758216857910156","","","","","","","","","","","","","","","","","","","","","","","",""
"5411","891","891","891","10.368496894836426","10.368496894836426","10.368496894836426","","","","","","","","","","","","","","","","","","","","","","","",""
"5412","","","","","","","","","","","","","884","884","884","13.878503799438477","13.878503799438477","13.878503799438477","","","","","","","","","","","",""
"5415","","","","","","","","","","","","","","","","","","","878","878","878","15.873695373535156","15.873695373535156","15.873695373535156","869","869","869","13.127142906188965","13.127142906188965","13.127142906188965"
"5421","","","","","","","","","","","","","","","","","","","879","879","879","3.65264630317688","3.65264630317688","3.65264630317688","","","","","",""
"5422","","","","","","","908","908","908","99.03834533691406","99.03834533691406","99.03834533691406","","","","","","","","","","","","","","","","","",""
"5425","","","","","","","","","","","","","","","","","","","","","","","","","870","870","870","20.48223114013672","20.48223114013672","20.48223114013672"
"5428","892","892","892","8.939288139343262","8.939288139343262","8.939288139343262","","","","","","","","","","","","","880","880","880","12.3916654586792","12.3916654586792","12.3916654586792","","","","","",""
"5431","","","","","","","","","","","","","","","","","","","881","881","881","33.71702194213867","33.71702194213867","33.71702194213867","","","","","",""
"5434","","","","","","","","","","","","","885","885","885","121.98634338378906","121.98634338378906","121.98634338378906","","","","","","","","","","","",""
"5435","","","","","","","909","909","909","24.72873878479004","24.72873878479004","24.72873878479004","","","","","","","","","","","","","","","","","",""
"5436","","","","","","","","","","","","","","","","","","","","","","","","","871","871","871","16.818729400634766","16.818729400634766","16.818729400634766"
"5438","","","","","","","","","","","","","","","","","","","","","","","","","872","872","872","21.266462326049805","21.266462326049805","21.266462326049805"
"5443","893","893","893","25.75490951538086","25.75490951538086","25.75490951538086","","","","","","","","","","","","","","","","","","","","","","","",""
"5448","894","894","894","16.327613830566406","16.327613830566406","16.327613830566406","","","","","","","","","","","","","","","","","","","","","","","",""
"5452","","","","","","","","","","","","","886","886","886","126.1111831665039","126.1111831665039","126.1111831665039","","","","","","","","","","","",""
"5455","895","895","895","239.09954833984375","239.09954833984375","239.09954833984375","","","","","","","","","","","","","","","","","","","","","","","",""
"5456","","","","","","","","","","","","","","","","","","","882","882","882","56.07782745361328","56.07782745361328","56.07782745361328","","","","","",""
"5457","","","","","","","","","","","","","887","887","887","151.1467742919922","151.1467742919922","151.1467742919922","","","","","","","","","","","",""
"5459","","","","","","","910","910","910","62.87753677368164","62.87753677368164","62.87753677368164","","","","","","","","","","","","","","","","","",""
"5461","","","","","","","911","911","911","46.94084930419922","46.94084930419922","46.94084930419922","888","888","888","25.848609924316406","25.848609924316406","25.848609924316406","883","883","883","55.84701919555664","55.84701919555664","55.84701919555664","","","","","",""
"5465","","","","","","","","","","","","","","","","","","","884","884","884","54.95106506347656","54.95106506347656","54.95106506347656","","","","","",""
"5470","","","","","","","","","","","","","","","","","","","885","885","885","64.49021911621094","64.49021911621094","64.49021911621094","","","","","",""
"5475","","","","","","","","","","","","","","","","","","","886","886","886","6.2129669189453125","6.2129669189453125","6.2129669189453125","873","873","873","108.51410675048828","108.51410675048828","108.51410675048828"
"5476","","","","","","","912","912","912","40.81214904785156","40.81214904785156","40.81214904785156","","","","","","","","","","","","","","","","","",""
"5490","","","","","","","","","","","","","889","889","889","83.46546173095703","83.46546173095703","83.46546173095703","","","","","","","","","","","",""
"5492","896","896","896","88.29440307617188","88.29440307617188","88.29440307617188","","","","","","","","","","","","","","","","","","","","","","","",""
"5495","","","","","","","","","","","","","890","890","890","68.9156265258789","68.9156265258789","68.9156265258789","","","","","","","","","","","",""
"5496","897","897","897","83.20744323730469","83.20744323730469","83.20744323730469","","","","","","","891","891","891","46.06728744506836","46.06728744506836","46.06728744506836","","","","","","","","","","","",""
"5498","","","","","","","","","","","","","892","892","892","69.2081527709961","69.2081527709961","69.2081527709961","","","","","","","","","","","",""
"5499","","","","","","","913","913","913","63.65241622924805","63.65241622924805","63.65241622924805","","","","","","","","","","","","","","","","","",""
"5501","","","","","","","915","915","915","29.555967330932617","29.555967330932617","29.555967330932617","","","","","","","","","","","","","","","","","",""
"5502","","","","","","","916","916","916","24.310335159301758","24.310335159301758","24.310335159301758","","","","","","","","","","","","","","","","","",""
"5509","","","","","","","","","","","","","","","","","","","888","888","888","16.18376922607422","16.18376922607422","16.18376922607422","","","","","",""
"5510","899","899","899","71.38030242919922","71.38030242919922","71.38030242919922","","","","","","","","","","","","","889","889","889","97.24821472167969","97.24821472167969","97.24821472167969","","","","","",""
"5520","","","","","","","","","","","","","","","","","","","","","","","","","875","875","875","113.73887634277344","113.73887634277344","113.73887634277344"
"5525","","","","","","","","","","","","","","","","","","","","","","","","","876","876","876","123.98126220703125","123.98126220703125","123.98126220703125"
"5530","","","","","","","","","","","","","","","","","","","","","","","","","877","877","877","214.9617919921875","214.9617919921875","214.9617919921875"
"5531","","","","","","","917","917","917","37.22639465332031","37.22639465332031","37.22639465332031","","","","","","","","","","","","","","","","","",""
"5532","900","900","900","17.584646224975586","17.584646224975586","17.584646224975586","","","","","","","","","","","","","","","","","","","","","","","",""
"5534","901","901","901","127.93567657470703","127.93567657470703","127.93567657470703","","","","","","","","","","","","","","","","","","","","","","","",""
"5536","","","","","","","","","","","","","","","","","","","890","890","890","91.4903335571289","91.4903335571289","91.4903335571289","","","","","",""
"5537","","","","","","","","","","","","","894","894","894","11.682783126831055","11.682783126831055","11.682783126831055","","","","","","","","","","","",""
